CMD:./cbp traces/int/int_0_trace.gz
L_PERCEP PC=0xFFFFF21FE164, theta= 261, max bias=  20, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF21FD8E8, theta= 312, max bias=  37, baseline_comp=  5, stable_cnt=  0, grace_period=511, time_alive= 10
G_PERCEP PC=0xFFFFF21FB7C8, theta= 392, max bias=  50, baseline_comp=  7, stable_cnt=  0, grace_period=511, time_alive=  1
G_PERCEP PC=0xFFFFF21FCCA8, theta= 464, max bias=  22, baseline_comp=  5, stable_cnt=  0, grace_period=511, time_alive= 48
G_PERCEP PC=0xFFFFF21FE1DC, theta= 424, max bias=  39, baseline_comp=  1, stable_cnt=  0, grace_period=511, time_alive=  5
G_PERCEP PC=0xFFFFF21FB768, theta= 456, max bias=  12, baseline_comp=  2, stable_cnt=  0, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF21FE17C, theta= 448, max bias=   9, baseline_comp=  7, stable_cnt=  0, grace_period=511, time_alive=  7
L_PERCEP PC=0xFFFFF21FD0B4, theta= 261, max bias=  12, baseline_comp=  0, stable_cnt=162, grace_period=511, time_alive= 14
L_PERCEP PC=0xFFFFF21FD0C8, theta= 261, max bias=  11, baseline_comp=  0, stable_cnt=  2, grace_period=511, time_alive= 13
L_PERCEP PC=0xFFFFF21FBB94, theta= 261, max bias=  32, baseline_comp=  0, stable_cnt= 23, grace_period=511, time_alive= 77
L_PERCEP PC=0xFFFFF21FC3E8, theta= 261, max bias=  23, baseline_comp=  3, stable_cnt=  0, grace_period=511, time_alive= 19
L_PERCEP PC=0xFFFFF21FD8BC, theta= 253, max bias=  43, baseline_comp=  1, stable_cnt=  0, grace_period=511, time_alive= 12
L_PERCEP PC=0xFFFFF21FE7E8, theta= 261, max bias=  14, baseline_comp=  1, stable_cnt=  0, grace_period=511, time_alive=  3
L_PERCEP PC=0xFFFFF21FBB58, theta= 293, max bias=  41, baseline_comp=  1, stable_cnt=  0, grace_period=511, time_alive=  4
L_PERCEP PC=0xFFFFF21FB7C8, theta= 309, max bias=  21, baseline_comp=  4, stable_cnt=  0, grace_period=511, time_alive=  1
L_PERCEP PC=0xFFFFF21FCCA8, theta= 405, max bias=  32, baseline_comp=  4, stable_cnt=  0, grace_period=511, time_alive= 15
L_PERCEP PC=0xFFFFF21FE1DC, theta= 309, max bias=  17, baseline_comp= 12, stable_cnt=  0, grace_period=511, time_alive=  5
L_PERCEP PC=0xFFFFF21FB768, theta= 381, max bias=  26, baseline_comp=  2, stable_cnt=  2, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF21FCD08, theta= 317, max bias=  22, baseline_comp=  4, stable_cnt=  0, grace_period=511, time_alive= 16
L_PERCEP PC=0xFFFFF21FE17C, theta= 381, max bias=  16, baseline_comp= 10, stable_cnt=  0, grace_period=511, time_alive=  7

ExecTime = 303.89557790756226
